Country,Airport
Bahamas, Pitts Town Airport (PWN/MYCP) 
Bahamas, Rock Sound International Airport (RSD/MYER) 
Bahamas, San Andros Airport (SAQ/MYAN) 
Bahamas, San Salvador Airport (ZSA/MYSM) 
Bahamas, South Bimini Airport (BIM/MYBS) 
Bahamas, Spring Point Airport (AXP/MYAP) 
Bahamas, Staniel Cay Airport (TYM/MYES) 
Bahamas, Stella Maris Airport (SML/MYLS) 
Bahamas, Treasure Cay Airport (TCB/MYAT) 
Bahamas, Walkers Cay Airport (WKR/MYAW) 
Bahamas, West End Airport (WTD/MYGW) 
Bahrain, Awali Sakhir Air Base (KHB/OBKH) 
Bahrain, Bahrain International Airport (BAH/OBBI) 
Bangladesh, Barisal Airport (BZL/VGBR) 
Bangladesh, Chittagong Shah Amanat International Airport (CGP/VGEG) 
Bangladesh, Cox's Bazar Airport (CXB/VGCB) 
Bangladesh, Dhaka Shahjalal International Airport (DAC/VGHS) 
Bangladesh, Jessore Airport (JSR/VGJR) 
Bangladesh, Rajshahi Shah Makhdum Airport (RJH/VGRJ) 
Bangladesh, Saidpur Airport (SPD/VGSD) 
Bangladesh, Sylhet Osmani International Airport (ZYL/VGSY) 
Barbados, Bridgetown Grantley Adams International Airport (BGI/TBPB) 
Belarus, Brest Airport (BQT/UMBB) 
Belarus, Gomel Airport (GME/UMGG) 
Belarus, Grodno Hrodna Airport (GNA/UMMG) 
Belarus, Minsk National Airport (MSQ/UMMS) 
Belarus, Mogilev Airport (MVQ/UMOO) 
Belarus, Vitebsk Vostochny Airport (VTB/UMII) 
Belgium, Antwerp International Airport (ANR/EBAW) 
Belgium, Brussels Airport (BRU/EBBR) 
Belgium, Brussels South Charleroi Airport (CRL/EBCI) 
Belgium, Kortrijk Wevelgem International Airport (KJK/EBKT) 
Belgium, Liege Airport (LGG/EBLG) 
Belgium, Ostend Bruges International Airport (OST/EBOS) 
Belize, Belize City Sir Barry Bowen Municipal Airport (TZA/MZBE) 
Belize, Belize City Philip S. W. Goldson International Airport (BZE/MZBZ) 
Belize, Caye Caulker Airport (CUK/MZCK) 
Belize, Corozal Airport (CZH/MZCZ) 
Belize, Dangriga Airport (DGA/MZPB) 
Belize, Placencia Airport (PLJ/MZPL) 
Belize, Punta Gorda Airport (PND/MZPG) 
Belize, San Pedro John Greif II Airport (SPR/MZSP) 
Benin, Cotonou Cadjehoun Airport (COO/DBBB) 
Bermuda, Bermuda L.F. Wade International Airport (BDA/TXKF) 
Bhutan, Gelephu Airport (GLU/VQGP) 
Bhutan, Jakar Bathpalathang Airport (BUT/VQBT) 
Bhutan, Paro Airport (PBH/VQPR) 
Bhutan, Trashigang Yongphulla Airport (YON/VQTY) 
Bolivia, Chimore Airport (CCA/SLCH) 
Bolivia, Cobija Capitan Anibal Arab Airport (CIJ/SLCO) 
Bolivia, Cochabamba Jorge Wilstermann International Airport (CBB/SLCB) 
Bolivia, Guayaramerin Airport (GYA/SLGY) 
Bolivia, Huacaraje Airport (BVK/SLHJ) 
Bolivia, La Paz El Alto International Airport (LPB/SLLP) 
Bolivia, Oruro Juan Mendoza Airport (ORU/SLOR) 
Bolivia, Potosi Captain Nicolas Rojas Airport (POI/SLPO) 
Bolivia, Riberalta Airport (RIB/SLRI) 
Bolivia, Rurrenabaque Airport (RBQ/SLRQ) 
Bolivia, Santa Cruz Viru Viru International Airport (VVI/SLVR) 
Bolivia, Santa Cruz El Trompillo Airport (SRZ/SLET) 
Bolivia, Sucre Alcantari International Airport (SRE/SLAL) 
Bolivia, Tarija Airport (TJA/SLTJ) 
Bolivia, Trinidad Teniente Jorge Henrich Arauz Airport (TDD/SLTR) 
Bolivia, Uyuni Joya Andina Airport (UYU/SLUY) 
Bolivia, Yacuiba Airport (BYC/SLYA) 
Bosnia-and-herzegovina, Banja Luka International Airport (BNX/LQBK) 
Bosnia-and-herzegovina, Mostar International Airport (OMO/LQMO) 
Bosnia-and-herzegovina, Sarajevo International Airport (SJJ/LQSA) 
Bosnia-and-herzegovina, Tuzla International Airport (TZL/LQTZ) 
Botswana, Francistown Phillip Gaonwe Matante International Airport (FRW/FBFT) 
Botswana, Gaborone Sir Seretse Khama International Airport (GBE/FBSK) 
Botswana, Kasane Airport (BBK/FBKE) 
Botswana, Maun Airport (MUB/FBMN) 
Brazil, Agua Boa Airport (GGB/SWHP) 
Brazil, Alegrete Novo Airport (ALQ/SSLT) 
Brazil, Almeirim Airport (GGF/SNYA) 
Brazil, Alta Floresta Airport (AFL/SBAT) 
Brazil, Altamira Airport (ATM/SBHT) 
Brazil, Anapolis Airport (APS/SBAN) 
Brazil, Angra dos Reis Airport (GDR/SDAG) 
Brazil, Apucarana Airport (APU/SSAP) 
Brazil, Apui Airport (IUP/SWYN) 
Brazil, Aracaju Santa Maria Airport (AJU/SBAR) 
Brazil, Aracati Airport (ARX/SBAC) 
Brazil, Aracatuba Airport (ARU/SBAU) 
Brazil, Araguaina Airport (AUX/SWGN) 
Brazil, Arapongas Airport (APX/SSOG) 
Brazil, Araraquara Airport (AQA/SBAQ) 
Brazil, Araripina Airport (JAW/SNAB) 
Brazil, Araxa Airport (AAX/SBAX) 
Brazil, Aripuana Airport (AIR/SSOU) 
Brazil, Ariquemes Airport (AQM/SJOG) 
Brazil, Bage Comandante Gustavo Kraemer Airport (BGX/SBBG) 
Brazil, Barcelos Airport (BAZ/SWBC) 
Brazil, Barra do Garcas Airport (BPG/SBBW) 
Brazil, Barreiras Airport (BRA/SNBR) 
Brazil, Barreirinhas Airport (BRB/SSRS) 
Brazil, Bauru Arealva Airport (JTC/SBAE) 
Brazil, Belem Val de Cans International Airport (BEL/SBBE) 
Brazil, Belo Horizonte Tancredo Neves International Airport (CNF/SBCF) 
Brazil, Belo Horizonte Pampulha Airport (PLU/SBBH) 
Brazil, Blumenau Airport (BNU/SSBL) 
Brazil, Boa Vista International Airport (BVB/SBBV) 
Brazil, Bonito Airport (BYO/SBDB) 
Brazil, Borba Airport (RBB/SWBR) 
Brazil, Braganca Paulista Arthur Siqueira Airport (BJP/SBBP) 
Brazil, Brasilia International Airport (BSB/SBBR) 
Brazil, Breves Airport (BVS/SNVS) 
Brazil, Buzios Umberto Modiano Airport (BZC/SBBZ) 
Brazil, Cabo Frio International Airport (CFB/SBCB) 
Brazil, Cacoal Airport (OAL/SSKW) 
Brazil, Cairu Lorenzo Airport (MXQ/SNCL) 
Brazil, Cajazeiras Airport (CJZ/SJZA) 
Brazil, Caldas Novas Airport (CLV/SBCN) 
Brazil, Campina Grande Airport (CPV/SBKG) 
Brazil, Campinas Viracopos International Airport (VCP/SBKP) 
Brazil, Campo Grande International Airport (CGR/SBCG) 
Brazil, Campo Mourao Airport (CBW/SSKM) 
Brazil, Campos dos Goytacazes Bartolomeu Lysandro Airport (CAW/SBCP) 
Brazil, Canela Airport (CEL/SSCN) 
Brazil, Carauari Airport (CAF/SWCA) 
Brazil, Caravelas Airport (CRQ/SBCV) 
Brazil, Caruaru Airport (CAU/SNRU) 
Brazil, Cascavel Adalberto Mendes da Silva Airport (CAC/SBCA) 
Brazil, Caxias do Sul Airport (CXJ/SBCX) 
Brazil, Chapeco Airport (XAP/SBCH) 
Brazil, Cianorte Airport (GGH/SSCT) 
Brazil, Coari Airport (CIZ/SWKO) 
Brazil, Confresa Airport (CFO/SJHG) 
Brazil, Cornelio Procopio Airport (CKO/SSCP) 
Brazil, Correia Pinto Planalto Serrano Regional Airport (EEA/SNCP) 
Brazil, Corumba International Airport (CMG/SBCR) 
Brazil, Crateus Airport (JCS/SNWS) 
Brazil, Criciuma Diomicio Freitas Airport (CCM/SBCM) 
Brazil, Cruzeiro do Sul International Airport (CZS/SBCZ) 
Brazil, Cuiaba Marechal Rondon International Airport (CGB/SBCY) 
Brazil, Curitiba Bacacheri Airport (BFH/SBBI) 
Brazil, Curitiba Afonso Pena International Airport (CWB/SBCT) 
Brazil, Divinopolis Airport (DIQ/SNDV) 
Brazil, Dourados Airport (DOU/SBDO) 
Brazil, Eirunepe Amaury Feitosa Tomaz Airport (ERN/SWEI) 
Brazil, Erechim Airport (ERM/SSER) 
Brazil, Feira de Santana Airport (FEC/SBFE) 
Brazil, Fernando de Noronha Airport (FEN/SBFN) 
Brazil, Florianopolis Hercilio Luz International Airport (FLN/SBFL) 
Brazil, Fortaleza Pinto Martins International Airport (FOR/SBFZ) 
Brazil, Foz do Iguacu International Airport (IGU/SBFI) 
Brazil, Franca Airport (FRC/SIMK) 
Brazil, Francisco Beltrao Airport (FBE/SSFB) 
Brazil, Garanhuns Airport (QGP/SNGN) 
Brazil, Goiana Presidente Itamar Franco Airport (IZA/SBZM) 
Brazil, Goiania Santa Genoveva Airport (GYN/SBGO) 
Brazil, Governador Valadares Airport (GVR/SBGV) 
Brazil, Guaira Airport (GGJ/SSGY) 
Brazil, Guanambi Airport (GNM/SNGI) 
Brazil, Guarapuava Airport (GPB/SSGG) 
Brazil, Gurupi Airport (GRP/SWGI) 
Brazil, Iguatu Airport (QIG/SNIG) 
Brazil, Ilheus Jorge Amado Airport (IOS/SBIL) 
Brazil, Imperatriz Airport (IMP/SBIZ) 
Brazil, Ipatinga Usiminas Airport (IPN/SBIP) 
Brazil, Itaituba Airport (ITB/SBIH) 
Brazil, Itanhaem Airport (TTY/SDIM) 
Brazil, Jaguaruna Regional Airport (JJG/SBJA) 
Brazil, Jatai Airport (JTI/SWJW) 
Brazil, Jericoacoara Airport (JJD/SBJE) 
Brazil, Ji-Parana Airport (JPR/SBJI) 
Brazil, Joao Pessoa Castro Pinto International Airport (JPA/SBJP) 
Brazil, Joinville Lauro Carneiro de Loyola Airport (JOI/SBJV) 
Brazil, Juazeiro do Norte Airport (JDO/SBJU) 
Brazil, Juina Airport (JIA/SWJN) 
Brazil, Juiz de Fora Francisco de Assis Airport (JDF/SBJF) 
Brazil, Jundiai Airport (QDV/SBJD) 
Brazil, Juruti Airport (JRT/SNRJ) 
Brazil, Labrea Airport (LBR/SWLB) 
Brazil, Lages Airport (LAJ/SBLJ) 
Brazil, Lavras Airport (VRZ/SSOL) 
Brazil, Lencois Airport (LEC/SBLE) 
Brazil, Linhares Municipal Airport (LHN/SNLN) 
Brazil, Londrina Airport (LDB/SBLO) 
Brazil, Macae Airport (MEA/SBME) 
Brazil, Macapa International Airport (MCP/SBMQ) 
Brazil, Maceio Zumbi dos Palmares International Airport (MCZ/SBMO) 
Brazil, Manaus Eduardo Gomes International Airport (MAO/SBEG) 
Brazil, Manaus Ponta Pelada Airport (PLL/SBMN) 
Brazil, Manhuacu Airport (JMA/SNJM) 
Brazil, Manicore Airport (MNX/SBMY) 
Brazil, Maraba Airport (MAB/SBMA) 
Brazil, Marilia Airport (MII/SBML) 
Brazil, Maringa Regional Airport (MGF/SBMG) 
Brazil, Maues Airport (MBZ/SWMW) 
Brazil, Monte Alegre Airport (MTE/SNMA) 
Brazil, Monte Dourado Serra do Areao Airport (MEU/SBMD) 
Brazil, Montes Claros Airport (MOC/SBMK) 
Brazil, Mossoro Airport (MVF/SBMS) 
Brazil, Natal International Airport (NAT/SBSG) 
Brazil, Navegantes Victor Konder International Airport (NVT/SBNF) 
Brazil, Obidos Tirios Airport (OBI/SBTS) 
Brazil, Oriximina Airport (ORX/SNOX) 
Brazil, Palmas Airport (PMW/SBPJ) 
Brazil, Paracatu Airport (PYT/SNZR) 
Brazil, Paragominas Airport (JPE/SNEB) 
Brazil, Paranagua Airport (PNG/SSPG) 
Brazil, Parauapebas Carajas Airport (CKS/SBCJ) 
Brazil, Parintins Airport (PIN/SWPI) 
Brazil, Parnaiba International Airport (PHB/SBPB) 
Brazil, Passo Fundo Lauro Kurtz Airport (PFB/SBPF) 
Brazil, Pato Branco Airport (PTO/SBPO) 
Brazil, Patos Airport (JPO/SNTS) 
Brazil, Patos de Minas Airport (POJ/SNPD) 
Brazil, Paulo Afonso Airport (PAV/SBUF) 
Brazil, Pelotas International Airport (PET/SBPK) 
Brazil, Petrolina Airport (PNZ/SBPL) 
Brazil, Pimenta Bueno Airport (PBQ/SWPM) 
Brazil, Ponta Grossa Airport (PGZ/SBPG) 
Brazil, Ponta Pora Airport (PMG/SBPP) 
Brazil, Porto Alegre Salgado Filho International Airport (POA/SBPA) 
Brazil, Porto de Moz Airport (PTQ/SNMZ) 
Brazil, Porto Seguro Airport (BPS/SBPS) 
Brazil, Porto Trombetas Airport (TMT/SBTB) 
Brazil, Porto Velho International Airport (PVH/SBPV) 
Brazil, Presidente Prudente Airport (PPB/SBDN) 
Brazil, Recife Airport (REC/SBRF) 
Brazil, Ribeirao Preto Leite Lopes Airport (RAO/SBRP) 
Brazil, Rio Branco International Airport (RBR/SBRB) 
Brazil, Rio de Janeiro Jacarepagua Airport (RRJ/SBJR) 
Brazil, Rio de Janeiro Santa Cruz Air Force Base (SNZ/SBSC) 
Brazil, Rio de Janeiro Galeao International Airport (GIG/SBGL) 
Brazil, Rio de Janeiro Santos Dumont (SDU/SBRJ) 
Brazil, Rio Verde Airport (RVD/SWLC) 
Brazil, Rondonopolis Airport (ROO/SBRD) 
Brazil, Salinas Airport (IAL/SNSS) 
Brazil, Salinopolis Airport (OPP/SNSM) 
Brazil, Salvador International Airport (SSA/SBSV) 
Brazil, Santa Cruz do Sul Airport (CSU/SSSC) 
Brazil, Santa Isabel Do Rio Negro Tapuruquara Airport (IRZ/SWTP) 
Brazil, Santa Maria Airport (RIA/SBSM) 
Brazil, Santa Rosa Airport (SRA/SSZR) 
Brazil, Santarem Maestro Wilson Fonseca Airport (STM/SBSN) 
Brazil, Santo Angelo Airport (GEL/SBNM) 
Brazil, Santos Guaruja Airport (SSZ/SBST) 
Brazil, Sao Benedito Airport (JSB/SWBE) 
Brazil, Sao Borja	Airport (JBS/SSSB) 
Brazil, Sao Carlos Airport (QSC/SDSC) 
Brazil, Sao Felix do Araguaia Airport (SXO/SWFX) 
Brazil, Sao Gabriel da Cachoeira Airport (SJL/SBUA) 
Brazil, Sao Jose Do Rio Preto Airport (SJP/SBSR) 
Brazil, Sao Jose dos Campos Airport (SJK/SBSJ) 
Brazil, Sao Luis Airport (SLZ/SBSL) 
Brazil, Sao Paulo Guarulhos International Airport (GRU/SBGR) 
Brazil, Sao Paulo Campo de Marte Airport (RTE/SBMT) 
Brazil, Sao Paulo Congonhas Airport (CGH/SBSP) 
Brazil, Sao Paulo De Olivenca Airport (OLC/SDCG) 
Brazil, Sao Raimundo Nonato Airport (NSR/SWKQ) 
Brazil, Sao Roque Sao Paulo Catarina Executive Airport (JHF/SBJH) 
Brazil, Serra Talhada Santa Magalhaes Airport (SET/SNHS) 
Brazil, Sinop Airport (OPS/SBSI) 
Brazil, Sobral Regional Airport (JSO/SN6L) 
Brazil, Sorocaba Airport (SOD/SDCO) 
Brazil, Sorriso Airport (SMT/SBSO) 
Brazil, Tabatinga International Airport (TBT/SBTT) 
Brazil, Tangara da Serra Airport (TGQ/SWTS) 
Brazil, Tefe Airport (TFF/SBTF) 
Brazil, Teixeira de Freitas Airport (TXF/SNTF) 
Brazil, Telemaco Borba Airport (TEC/SSVL) 
Brazil, Teofilo Otoni Airport (TFL/SNTO) 
Brazil, Teresina Airport (THE/SBTE) 
Brazil, Toledo Airport (TOW/SBTD) 
Brazil, Tres Lagoas Airport (TJL/SBTG) 
Brazil, Tucurui Airport (TUR/SBTU) 
Brazil, Uberaba Airport (UBA/SBUR) 
Brazil, Uberlandia Airport (UDI/SBUL) 
Brazil, Umuarama Airport (UMU/SSUM) 
Brazil, Una Comandatuba Airport (UNA/SBTC) 
Brazil, Uniao da Vitoria Airport (UVI/SSUV) 
Brazil, Uruguaiana Ruben Berta International Airport (URG/SBUG) 
Brazil, Vacaria Airport (VCC/SNEE) 
Brazil, Valenca Airport (VAL/SNVB) 
Brazil, Varginha Airport (VAG/SBVG) 
Brazil, Vilhena Airport (BVH/SBVH) 
Brazil, Vitoria Eurico de Aguiar Salles Airport (VIX/SBVT) 
Brazil, Vitoria Da Conquista Airport (VDC/SBVC) 
Brunei, Brunei International Airport (BWN/WBSB) 
Bulgaria, Burgas Airport (BOJ/LBBG) 
Bulgaria, Gorna Oryahovitsa Airport (GOZ/LBGO) 
Bulgaria, Jambol Bezmer Air Base (JAM/LBIA) 
Bulgaria, Plovdiv Airport (PDV/LBPD) 
Bulgaria, Sofia Airport (SOF/LBSF) 
Bulgaria, Varna Airport (VAR/LBWN) 
Burkina-faso, Ouagadougou Airport (OUA/DFFD) 
Burundi, Bujumbura International Airport (BJM/HBBA) 
Cambodia, Phnom Penh International Airport (PNH/VDPP) 
Cambodia, Siem Reap International Airport (REP/VDSR) 
Cambodia, Siem Reap Angkor International Airport (SAI/VDSA) 
Cambodia, Sihanoukville International Airport (KOS/VDSV) 
Cameroon, Bafoussam Airport (BFX/FKKU) 
Cameroon, Bamenda Airport (BPC/FKKV) 
Cameroon, Bertoua Airport (BTA/FKKO) 
Cameroon, Douala International Airport (DLA/FKKD) 
Cameroon, Garoua International Airport (GOU/FKKR) 
Cameroon, Kribi Airport (KBI/FKKB) 
Cameroon, Maroua Salak Airport (MVR/FKKL) 
Cameroon, Ngaoundere Airport (NGE/FKKN) 
Cameroon, Yaounde Airport (NSI/FKYS) 
Canada, Abbotsford International Airport (YXX/CYXX) 
Canada, Aklavik Airport (LAK/CYKD) 
Canada, Akulivik Airport (AKV/CYKO) 
Canada, Alert Airport (YLT/CYLT) 
Canada, Alma Airport (YTF/CYTF) 
Canada, Amos Magny Airport (YEY/CYEY) 
Canada, Arctic Bay Airport (YAB/CYAB) 
Canada, Arviat Airport (YEK/CYEK) 
Canada, Attawapiskat Airport (YAT/CYAT) 
Canada, Aupaluk Airport (YPJ/CYLA) 
Canada, Baie Comeau Airport (YBC/CYBC) 
Canada, Baker Lake Airport (YBK/CYBK) 
Canada, Barrie Lake Simcoe Regional Airport (YLK/CYLS) 
Canada, Bathurst Airport (ZBF/CZBF) 
Canada, Bearskin Lake Airport (XBE/CNE3) 
Canada, Bella Coola Airport (QBC/CYBD) 
Canada, Berens River Airport (YBV/CYBV) 
Canada, Big Trout Lake Airport (YTL/CYTL) 
Canada, Black Tickle Airport (YBI/CCE4) 
Canada, Lourdes-de-Blanc-Sablon Airport (YBX/CYBX) 
Canada, Bonaventure Airport (YVB/CYVB) 
Canada, Bonnyville Airport (YBY/CYBF) 
Canada, Brandon Municipal Airport (YBR/CYBR) 
Canada, Brochet Airport (YBT/CYBT) 
Canada, Bromont Airport (ZBM/CZBM) 
Canada, Buffalo Narrows Airport (YVT/CYVT) 
Canada, Burns Lake Airport (YPZ/CYPZ) 
Canada, Calgary International Airport (YYC/CYYC) 
Canada, Cambridge Bay Airport (YCB/CYCB) 
Canada, Campbell River Airport (YBL/CYBL) 
Canada, Cape Dorset Airport (YTE/CYTE) 
Canada, Cartwright Airport (YRF/CYCA) 
Canada, Castlegar West Kootenay Regional Airport (YCG/CYCG) 
Canada, Cat Lake Airport (YAC/CYAC) 
Canada, Charlo Airport (YCL/CYCL) 
Canada, Charlottetown Airport (YYG/CYYG) 
Canada, Charlottetown Airport (YHG/CCH4) 
Canada, Chatham-Kent Airport Airport (XCM/CYCK) 
Canada, Chesterfield Inlet Airport (YCS/CYCS) 
Canada, Chetwynd Airport (YCQ/CYCQ) 
Canada, Chevery Airport (YHR/CYHR) 
Canada, Chibougamau Chapais Airport (YMT/CYMT) 
Canada, Chilliwack Airport (YCW/CYCW) 
Canada, Chisasibi Airport (YKU/CSU2) 
Canada, Churchill Airport (YYQ/CYYQ) 
Canada, Churchill Falls Airport (ZUM/CZUM) 
Canada, Clyde River Airport (YCY/CYCY) 
Canada, Collins Bay Airport (YKC/CYKC) 
Canada, Colville Lake Airport (YCK/CYVL) 
Canada, Comox Valley Airport (YQQ/CYQQ) 
Canada, Coral Harbour Airport (YZS/CYZS) 
Canada, Cranbrook Canadian Rockies International Airport (YXC/CYXC) 
Canada, Cross Lake Airport (YCR/CYCR) 
Canada, Dawson City Airport (YDA/CYDA) 
Canada, Dawson Creek Airport (YDQ/CYDQ) 
Canada, Dease Lake Airport (YDL/CYDL) 
Canada, Deer Lake Regional Airport (YDF/CYDF) 
Canada, Deer Lake Airport (YVZ/CYVZ) 
Canada, Deline Airport (YWJ/CYWJ) 
Canada, Dryden Regional Airport (YHD/CYHD) 
Canada, Earlton Timiskaming Airport (YXR/CYXR) 
Canada, Eastmain River Airport (ZEM/CZEM) 
Canada, Edmonton International Airport (YEG/CYEG) 
Canada, Ekati Airport (YOA/CYOA) 
Canada, Eureka Airport (YEU/CYEU) 
Canada, Fairmount Hot Springs Airport (YCZ/CYCZ) 
Canada, Flin Flon Airport (YFO/CYFO) 
Canada, Fond Du Lac Airport (ZFD/CZFD) 
Canada, Fort Albany Airport (YFA/CYFA) 
Canada, Fort Chipewyan Airport (YPY/CYPY) 
Canada, Fort Frances Municipal Airport (YAG/CYAG) 
Canada, Fort Good Hope Airport (YGH/CYGH) 
Canada, Fort Hope Airport (YFH/CYFH) 
Canada, Fort MacKay Albian Aerodrome (JHL/CAL4) 
Canada, Fort MacKay Firebag Aerodrome (YFI/CYFI) 
Canada, Fort MacKay Horizon Airport (HZP/CYNR) 
Canada, Fort McMurray Airport (YMM/CYMM) 
Canada, Fort Nelson Airport (YYE/CYYE) 
Canada, Fort Severn Airport (YER/CYER) 
Canada, Fort Simpson Airport (YFS/CYFS) 
Canada, Fort Smith Airport (YSM/CYSM) 
Canada, Fort St. John Airport (YXJ/CYXJ) 
Canada, Fredericton International Airport (YFC/CYFC) 
Canada, Gameti Rae Lakes Airport (YRA/CEV4) 
Canada, Gander International Airport (YQX/CYQX) 
Canada, Ganges Seaplane Base (YGG/CAX6) 
Canada, Gaspe Airport (YGP/CYGP) 
Canada, Gatineau Ottawa Executive Airport (YND/CYND) 
Canada, Geraldton Greenstone Regional Airport (YGQ/CYGQ) 
Canada, Gillam Airport (YGX/CYGX) 
Canada, Gillies Bay Airport (YGB/CYGB) 
Canada, Gjoa Haven Airport (YHK/CYHK) 
Canada, Gods Lake Narrows Airport (YGO/CYGO) 
Canada, Gods River Airport (ZGI/CZGI) 
Canada, Goose Bay Airport (YYR/CYYR) 
Canada, Gore Bay Manitoulin Airport (YZE/CYZE) 
Canada, Grande Prairie Airport (YQU/CYQU) 
Canada, Grise Fiord Airport (YGZ/CYGZ) 
Canada, Halifax Stanfield International Airport (YHZ/CYHZ) 
Canada, Hall Beach Airport (YUX/CYUX) 
Canada, Hamilton John C. Munro International Airport (YHM/CYHM) 
Canada, Havre-Saint-Pierre Airport (YGV/CYGV) 
Canada, Hay River Merlyn Carter Airport (YHY/CYHY) 
Canada, High Level Airport (YOJ/CYOJ) 
Canada, High Prairie Airport (ZHP/CZHP) 
Canada, Hopedale Airport (YHO/CYHO) 
Canada, Igloolik Airport (YGT/CYGT) 
Canada, Iles-de-la-Madeleine Airport (YGR/CYGR) 
Canada, Inukjuak Airport (YPH/CYPH) 
Canada, Inuvik Airport (YEV/CYEV) 
Canada, Iqaluit Airport (YFB/CYFB) 
Canada, Island Lake Airport (YIV/CYIV) 
Canada, Ivujivik Airport (YIK/CYIK) 
Canada, Kamloops Airport (YKA/CYKA) 
Canada, Kangiqsualujjuaq Georges River Airport (XGR/CYLU) 
Canada, Kangiqsujuaq Wakeham Bay Airport (YWB/CYKG) 
Canada, Kangirsuk Airport (YKG/CYAS) 
Canada, Kapuskasing Airport (YYU/CYYU) 
Canada, Kasabonika Airport (XKS/CYAQ) 
Canada, Kashechewan Airport (ZKE/CZKE) 
Canada, Kattiniq Donaldson Airport (YAU/CTP9) 
Canada, Keewaywin Airport (KEW/CPV8) 
Canada, Kelowna International Airport (YLW/CYLW) 
Canada, Kenora Airport (YQK/CYQK) 
Canada, Key Lake Airport (YKJ/CYKJ) 
Canada, Kimmirut Airport (YLC/CYLC) 
Canada, Kingfisher Lake Airport (KIF/CNM5) 
Canada, Kingston Norman Rogers Airport (YGK/CYGK) 
Canada, Kugaaruk Airport (YBB/CYBB) 
Canada, Kugluktuk Airport (YCO/CYCO) 
Canada, Kuujjuaq Airport (YVP/CYVP) 
Canada, Kuujjuarapik Airport (YGW/CYGW) 
Canada, La Grande Riviere Airport (YGL/CYGL) 
Canada, La Grande-4 Airport (YAH/CYAH) 
Canada, La Romaine Airport (ZGS/CTT5) 
Canada, La Ronge Barber Field Airport (YVC/CYVC) 
Canada, La Tabatiere Airport (ZLT/CTU5) 
Canada, Lac Brochet Airport (XLB/CZWH) 
Canada, Lac La Biche Airport (YLB/CYLB) 
Canada, Langley Regional Airport (YLY/CYNJ) 
Canada, Lansdowne House Airport (YLH/CYLH) 
Canada, Lethbridge Airport (YQL/CYQL) 
Canada, Lloydminster Airport (YLL/CYLL) 
Canada, London International Airport (YXU/CYXU) 
Canada, Lutselke Airport (YSG/CYLK) 
Canada, Lynn Lake Airport (YYL/CYYL) 
Canada, Makkovik Airport (YMN/CYFT) 
Canada, Mary's Harbour Airport (YMH/CYMH) 
Canada, Masset Airport (ZMT/CZMT) 
Canada, Matagami Airport (YNM/CYNM) 
Canada, Meadow Lake Airport (YLJ/CYLJ) 
Canada, Medicine Hat Airport (YXH/CYXH) 
Canada, Miramichi Airport (YCH/CYCH) 
Canada, Moncton International Airport (YQM/CYQM) 
Canada, Mont Tremblant International Airport (YTM/CYFJ) 
Canada, Mont-Joli Airport (YYY/CYYY) 
Canada, Montreal Mirabel International Airport (YMX/CYMX) 
Canada, Montreal Pierre Elliott Trudeau Airport (YUL/CYUL) 
Canada, Montreal Saint-Hubert Airport (YHU/CYHU) 
Canada, Moose Jaw Municipal Airport (YMJ/CYMJ) 
Canada, Moosonee Airport (YMO/CYMO) 
Canada, Muskoka Airport (YQA/CYQA) 
Canada, Muskrat Dam Airport (MSA/CZMD) 
Canada, Nain Airport (YDP/CYDP) 
Canada, Nanaimo Harbour Seaplane Base (ZNA/CAC8) 
Canada, Nanaimo Airport (YCD/CYCD) 
Canada, Natashquan Airport (YNA/CYNA) 
Canada, Natuashish Airport (YNP/CNH2) 
Canada, Naujaat Airport (YUT/CYUT) 
